Year,State,type,production,Avg,Measures,Materials,Chemicals,Value
2018,CALIFORNIA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,,(PHOSPHATE) FERTILIZER,15
2018,CALIFORNIA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,,(POTASH) FERTILIZER,24
2018,CALIFORNIA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,,(SULFUR) FERTILIZER,9
2018,CALIFORNIA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,,(NITROGEN) FERTILIZER,307
2018,CALIFORNIA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,,(PHOSPHATE) FERTILIZER,172
2018,CALIFORNIA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,,(POTASH) FERTILIZER,315
2018,CALIFORNIA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,,(SULFUR) FERTILIZER,91
2018,CALIFORNIA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,,(NITROGEN) FERTILIZER,16.9
2018,CALIFORNIA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,,(PHOSPHATE) FERTILIZER,11.8
2018,CALIFORNIA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,,(POTASH) FERTILIZER,13.2
2018,CALIFORNIA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,,(SULFUR) FERTILIZER,10.2
2018,CALIFORNIA,BEARING,TREATED,AVG,MEASURED IN PCT OF AREA BEARING,,(NITROGEN) FERTILIZER,97
2018,CALIFORNIA,BEARING,TREATED,AVG,MEASURED IN PCT OF AREA BEARING,,(PHOSPHATE) FERTILIZER,93
2018,CALIFORNIA,BEARING,TREATED,AVG,MEASURED IN PCT OF AREA BEARING,,(POTASH) FERTILIZER,94
2018,CALIFORNIA,BEARING,TREATED,AVG,MEASURED IN PCT OF AREA BEARING,,(SULFUR) FERTILIZER,81
2018,FLORIDA,,ACRES HARVESTED,,,NOT SPECIFIED,TOTAL,"9,800"
2018,FLORIDA,,ACRES PLANTED,,,NOT SPECIFIED,TOTAL,"9,900"
2018,FLORIDA,,PRODUCTION,,MEASURED IN $,NOT SPECIFIED,TOTAL,"281,750,000"
2018,FLORIDA,,PRODUCTION,,MEASURED IN CWT,NOT SPECIFIED,TOTAL,"2,450,000"
2018,FLORIDA,,YIELD,,MEASURED IN CWT / ACRE,NOT SPECIFIED,TOTAL,250
2018,FLORIDA,,FRESH MARKET - PRODUCTION,,MEASURED IN $,NOT SPECIFIED,TOTAL,"281,750,000"
2018,FLORIDA,,FRESH MARKET - UTILIZED - PRODUCTION,,MEASURED IN CWT,NOT SPECIFIED,TOTAL,"2,450,000"
2018,FLORIDA,,PROCESSING - UTILIZED - PRODUCTION,,MEASURED IN CWT,NOT SPECIFIED,TOTAL,0
2018,FLORIDA,,PROCESSING - UTILIZED - PRODUCTION,,MEASURED IN TONS,NOT SPECIFIED,TOTAL,0
2018,FLORIDA,,NOT SOLD - PRODUCTION,,MEASURED IN CWT,NOT SPECIFIED,TOTAL,0
2018,FLORIDA,,PROCESSING - PRODUCTION,,MEASURED IN $,NOT SPECIFIED,TOTAL,0
2018,FLORIDA,,UTILIZED - PRODUCTION,,MEASURED IN CWT,NOT SPECIFIED,TOTAL,"2,450,000"
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(AZOXYSTROBIN = 128810),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(CAPTAN = 81301),FUNGICIDE,"87,400"
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(COPPER CHLORIDE HYD. = 23501),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(COPPER HYDROXIDE = 23401),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(CYPRODINIL = 288202),FUNGICIDE,"3,300"
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(DIFENOCONAZOLE = 128847),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(FENHEXAMID = 90209),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(FLUDIOXONIL = 71503),FUNGICIDE,"1,700"
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(FLUOPYRAM = 80302),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(IPRODIONE = 109801),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(ISOFETAMID = 270000),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(MEFENOXAM = 113502),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(PENTHIOPYRAD = 90112),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(PROPICONAZOLE = 122101),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(PYRIMETHANIL = 288201),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(SULFUR = 77501),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(THIOPHANATE-METHYL = 102001),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(THIRAM = 79801),FUNGICIDE,"22,500"
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(TOTAL),FUNGICIDE,"128,400"
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(CARFENTRAZONE-ETHYL = 128712),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(FLUMIOXAZIN = 129034),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(NAPROPAMIDE = 103001),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(OXYFLUORFEN = 111601),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(PARAQUAT = 61601),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(TOTAL),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(ABAMECTIN = 122804),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(ACETAMIPRID = 99050),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(BIFENAZATE = 586),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(BIFENTHRIN = 128825),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(BT KURSTAK ABTS-1857 = 6523),INSECTICIDE,(NA)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(BT KURSTAKI ABTS-351 = 6522),INSECTICIDE,(NA)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(CHLORANTRANILIPROLE = 90100),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(FLONICAMID = 128016),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(MALATHION = 57701),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(MUSTARD OIL = 4901),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(NALED = 34401),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(NOVALURON = 124002),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(SPINETORAM = 110007),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(SPIROMESIFEN = 24875),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(THIAMETHOXAM = 60109),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(TOTAL),INSECTICIDE,"102,700"
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(CYTOKININS = 116801),OTHER,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(DIMETHYL DISULFIDE (DMDS) = 29088),OTHER,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(REYNOUTRIA SACHALINE = 55809),OTHER,(D)
2018,FLORIDA,BEARING,APPLICATIONS, ,MEASURED IN LB,(TOTAL),OTHER,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(AZOXYSTROBIN = 128810),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(CAPTAN = 81301),FUNGICIDE,1.858
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(COPPER CHLORIDE HYD. = 23501),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(COPPER HYDROXIDE = 23401),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(CYPRODINIL = 288202),FUNGICIDE,0.33
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(DIFENOCONAZOLE = 128847),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(FENHEXAMID = 90209),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(FLUDIOXONIL = 71503),FUNGICIDE,0.221
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(FLUOPYRAM = 80302),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(IPRODIONE = 109801),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(ISOFETAMID = 270000),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(MEFENOXAM = 113502),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(PENTHIOPYRAD = 90112),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(PROPICONAZOLE = 122101),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(PYRIMETHANIL = 288201),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(SULFUR = 77501),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(THIOPHANATE-METHYL = 102001),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(THIRAM = 79801),FUNGICIDE,1.632
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(CARFENTRAZONE-ETHYL = 128712),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(FLUMIOXAZIN = 129034),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(NAPROPAMIDE = 103001),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(OXYFLUORFEN = 111601),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(PARAQUAT = 61601),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(ABAMECTIN = 122804),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(ACETAMIPRID = 99050),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(BIFENAZATE = 586),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(BIFENTHRIN = 128825),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(BT KURSTAK ABTS-1857 = 6523),INSECTICIDE,(NA)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(BT KURSTAKI ABTS-351 = 6522),INSECTICIDE,(NA)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(CHLORANTRANILIPROLE = 90100),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(FLONICAMID = 128016),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(MALATHION = 57701),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(MUSTARD OIL = 4901),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(NALED = 34401),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(NOVALURON = 124002),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(SPINETORAM = 110007),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(SPIROMESIFEN = 24875),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(THIAMETHOXAM = 60109),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(CYTOKININS = 116801),OTHER,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(DIMETHYL DISULFIDE (DMDS) = 29088),OTHER,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / APPLICATION,(REYNOUTRIA SACHALINE = 55809),OTHER,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(AZOXYSTROBIN = 128810),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(CAPTAN = 81301),FUNGICIDE,9.193
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(COPPER CHLORIDE HYD. = 23501),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(COPPER HYDROXIDE = 23401),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(CYPRODINIL = 288202),FUNGICIDE,0.997
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(DIFENOCONAZOLE = 128847),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(FENHEXAMID = 90209),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(FLUDIOXONIL = 71503),FUNGICIDE,0.501
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(FLUOPYRAM = 80302),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(IPRODIONE = 109801),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(ISOFETAMID = 270000),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(MEFENOXAM = 113502),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(PENTHIOPYRAD = 90112),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(PROPICONAZOLE = 122101),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(PYRIMETHANIL = 288201),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(SULFUR = 77501),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(THIOPHANATE-METHYL = 102001),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(THIRAM = 79801),FUNGICIDE,6.049
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(CARFENTRAZONE-ETHYL = 128712),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(FLUMIOXAZIN = 129034),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(NAPROPAMIDE = 103001),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(OXYFLUORFEN = 111601),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(PARAQUAT = 61601),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(ABAMECTIN = 122804),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(ACETAMIPRID = 99050),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(BIFENAZATE = 586),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(BIFENTHRIN = 128825),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(BT KURSTAK ABTS-1857 = 6523),INSECTICIDE,(NA)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(BT KURSTAKI ABTS-351 = 6522),INSECTICIDE,(NA)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(CHLORANTRANILIPROLE = 90100),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(FLONICAMID = 128016),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(MALATHION = 57701),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(MUSTARD OIL = 4901),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(NALED = 34401),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(NOVALURON = 124002),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(SPINETORAM = 110007),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(SPIROMESIFEN = 24875),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(THIAMETHOXAM = 60109),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(CYTOKININS = 116801),OTHER,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(DIMETHYL DISULFIDE (DMDS) = 29088),OTHER,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN LB / ACRE / YEAR,(REYNOUTRIA SACHALINE = 55809),OTHER,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(AZOXYSTROBIN = 128810),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(CAPTAN = 81301),FUNGICIDE,4.9
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(COPPER CHLORIDE HYD. = 23501),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(COPPER HYDROXIDE = 23401),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(CYPRODINIL = 288202),FUNGICIDE,3
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(DIFENOCONAZOLE = 128847),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(FENHEXAMID = 90209),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(FLUDIOXONIL = 71503),FUNGICIDE,2.3
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(FLUOPYRAM = 80302),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(IPRODIONE = 109801),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(ISOFETAMID = 270000),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(MEFENOXAM = 113502),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(PENTHIOPYRAD = 90112),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(PROPICONAZOLE = 122101),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(PYRIMETHANIL = 288201),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(SULFUR = 77501),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(THIOPHANATE-METHYL = 102001),FUNGICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(THIRAM = 79801),FUNGICIDE,3.7
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(CARFENTRAZONE-ETHYL = 128712),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(FLUMIOXAZIN = 129034),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(NAPROPAMIDE = 103001),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(OXYFLUORFEN = 111601),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(PARAQUAT = 61601),HERBICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(ABAMECTIN = 122804),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(ACETAMIPRID = 99050),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(BIFENAZATE = 586),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(BIFENTHRIN = 128825),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(BT KURSTAK ABTS-1857 = 6523),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(BT KURSTAKI ABTS-351 = 6522),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(CHLORANTRANILIPROLE = 90100),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(FLONICAMID = 128016),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(MALATHION = 57701),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(MUSTARD OIL = 4901),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(NALED = 34401),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(NOVALURON = 124002),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(SPINETORAM = 110007),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(SPIROMESIFEN = 24875),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(THIAMETHOXAM = 60109),INSECTICIDE,(D)
2018,FLORIDA,BEARING,APPLICATIONS,AVG,MEASURED IN NUMBER,(CYTOKININS = 116801),OTHER,(D)
