Year,State,type,production,Avg,Measures,Materials,Chemical,Value
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(PROPICONAZOLE = 122101),FUNGICIDE,0.156
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(PROTHIOCONAZOLE = 113961),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(PYRACLOSTROBIN = 99100),FUNGICIDE,0.155
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(THIOPHANATE-METHYL = 102001),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(BUTOXYETHYL TRICLOPY = 116004),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(CLETHODIM = 121011),HERBICIDE,0.086
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(DIURON = 35505),HERBICIDE,0.757
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(FLUMIOXAZIN = 129034),HERBICIDE,0.162
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,0.623
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,0.782
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(GLYPHOSATE POT. SALT = 103613),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(HALOSULFURON-METHYL = 128721),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(NORFLURAZON = 105801),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(ORYZALIN = 104201),HERBICIDE,1.626
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(PARAQUAT = 61601),HERBICIDE,0.38
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(PENDIMETHALIN = 108501),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(PROMETRYN = 80805),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(PROPAZINE = 80808),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(SETHOXYDIM = 121001),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(SIMAZINE = 80807),HERBICIDE,2.072
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(TRIETHYLAMINE TRICLO = 116002),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(ACETAMIPRID = 99050),INSECTICIDE,0.091
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(BIFENTHRIN = 128825),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(CARBARYL = 56801),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(CHLORPYRIFOS = 59101),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(DIAZINON = 57801),INSECTICIDE,0.481
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(FENPROPATHRIN = 127901),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(FLUPYRADIFURONE = 122304),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(IMIDACLOPRID = 129099),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(MALATHION = 57701),INSECTICIDE,1.007
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(METHOMYL = 90301),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(PHOSMET = 59201),INSECTICIDE,0.83
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(SPINETORAM = 110007),INSECTICIDE,0.072
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(SPINOSAD = 110003),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(ZETA-CYPERMETHRIN = 129064),INSECTICIDE,0.025
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(CYANAMID = 14002),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(GIBBERELLIC ACID = 43801),OTHER,0.067
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(HARPIN A B PROTEIN = 6506),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(INDAZIFLAM = 80818),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(MINERAL OIL = 63502),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(REYNOUTRIA SACHALINE = 55809),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(AZOXYSTROBIN = 128810),FUNGICIDE,0.57
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482),FUNGICIDE,(NA)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(BACILLUS SUBTILIS = 6479),FUNGICIDE,(NA)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(BOSCALID = 128008),FUNGICIDE,0.564
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CALCIUM POLYSULFIDE = 76702),FUNGICIDE,6.287
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CAPTAN = 81301),FUNGICIDE,6.005
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CHLOROTHALONIL = 81901),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CYPRODINIL = 288202),FUNGICIDE,0.537
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(DIFENOCONAZOLE = 128847),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(FENBUCONAZOLE = 129011),FUNGICIDE,0.113
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(FENHEXAMID = 90209),FUNGICIDE,0.53
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(FLUDIOXONIL = 71503),FUNGICIDE,0.358
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(METCONAZOLE = 125619),FUNGICIDE,0.198
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(MONO-POTASSIUM SALT = 76416),FUNGICIDE,3.923
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PROPAMOCARB HYDROCH. = 119302),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PROPICONAZOLE = 122101),FUNGICIDE,0.477
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PROTHIOCONAZOLE = 113961),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PYRACLOSTROBIN = 99100),FUNGICIDE,0.286
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(THIOPHANATE-METHYL = 102001),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(BUTOXYETHYL TRICLOPY = 116004),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CLETHODIM = 121011),HERBICIDE,0.103
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(DIURON = 35505),HERBICIDE,1.318
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(FLUMIOXAZIN = 129034),HERBICIDE,0.271
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,1.452
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,1.946
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GLYPHOSATE POT. SALT = 103613),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(HALOSULFURON-METHYL = 128721),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(NORFLURAZON = 105801),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ORYZALIN = 104201),HERBICIDE,2.913
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PARAQUAT = 61601),HERBICIDE,0.571
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PENDIMETHALIN = 108501),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PROMETRYN = 80805),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PROPAZINE = 80808),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SETHOXYDIM = 121001),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SIMAZINE = 80807),HERBICIDE,3.853
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(TRIETHYLAMINE TRICLO = 116002),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ACETAMIPRID = 99050),INSECTICIDE,0.269
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(BIFENTHRIN = 128825),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CARBARYL = 56801),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CHLORPYRIFOS = 59101),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(DIAZINON = 57801),INSECTICIDE,0.744
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(FENPROPATHRIN = 127901),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(FLUPYRADIFURONE = 122304),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(IMIDACLOPRID = 129099),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(MALATHION = 57701),INSECTICIDE,2.373
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(METHOMYL = 90301),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PHOSMET = 59201),INSECTICIDE,1.645
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SPINETORAM = 110007),INSECTICIDE,0.1
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SPINOSAD = 110003),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ZETA-CYPERMETHRIN = 129064),INSECTICIDE,0.05
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CYANAMID = 14002),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GIBBERELLIC ACID = 43801),OTHER,0.122
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(HARPIN A B PROTEIN = 6506),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(INDAZIFLAM = 80818),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(MINERAL OIL = 63502),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(REYNOUTRIA SACHALINE = 55809),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(AZOXYSTROBIN = 128810),FUNGICIDE,2.6
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BACILLUS SUBTILIS = 6479),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BOSCALID = 128008),FUNGICIDE,1.9
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CALCIUM POLYSULFIDE = 76702),FUNGICIDE,1.4
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CAPTAN = 81301),FUNGICIDE,3.5
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CHLOROTHALONIL = 81901),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CYPRODINIL = 288202),FUNGICIDE,2
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(DIFENOCONAZOLE = 128847),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FENBUCONAZOLE = 129011),FUNGICIDE,1.3
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FENHEXAMID = 90209),FUNGICIDE,1.2
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FLUDIOXONIL = 71503),FUNGICIDE,2
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(METCONAZOLE = 125619),FUNGICIDE,2.4
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(MONO-POTASSIUM SALT = 76416),FUNGICIDE,2.1
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PROPAMOCARB HYDROCH. = 119302),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PROPICONAZOLE = 122101),FUNGICIDE,3.1
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PROTHIOCONAZOLE = 113961),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PYRACLOSTROBIN = 99100),FUNGICIDE,1.9
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(THIOPHANATE-METHYL = 102001),FUNGICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BUTOXYETHYL TRICLOPY = 116004),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CLETHODIM = 121011),HERBICIDE,1.2
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(DIURON = 35505),HERBICIDE,1.7
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FLUMIOXAZIN = 129034),HERBICIDE,1.7
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,2.3
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,2.5
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GLYPHOSATE POT. SALT = 103613),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(HALOSULFURON-METHYL = 128721),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(NORFLURAZON = 105801),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ORYZALIN = 104201),HERBICIDE,1.8
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PARAQUAT = 61601),HERBICIDE,1.5
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PENDIMETHALIN = 108501),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PROMETRYN = 80805),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PROPAZINE = 80808),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SETHOXYDIM = 121001),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SIMAZINE = 80807),HERBICIDE,1.9
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(TRIETHYLAMINE TRICLO = 116002),HERBICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ACETAMIPRID = 99050),INSECTICIDE,3
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BIFENTHRIN = 128825),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CARBARYL = 56801),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CHLORPYRIFOS = 59101),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(DIAZINON = 57801),INSECTICIDE,1.5
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FENPROPATHRIN = 127901),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FLUPYRADIFURONE = 122304),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(IMIDACLOPRID = 129099),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(MALATHION = 57701),INSECTICIDE,2.4
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(METHOMYL = 90301),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PHOSMET = 59201),INSECTICIDE,2
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SPINETORAM = 110007),INSECTICIDE,1.4
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SPINOSAD = 110003),INSECTICIDE,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ZETA-CYPERMETHRIN = 129064),INSECTICIDE,2
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CYANAMID = 14002),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GIBBERELLIC ACID = 43801),OTHER,1.8
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(HARPIN A B PROTEIN = 6506),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(INDAZIFLAM = 80818),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(MINERAL OIL = 63502),OTHER,(D)
2017,GEORGIA,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(REYNOUTRIA SACHALINE = 55809),OTHER,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(AZOXYSTROBIN = 128810),FUNGICIDE,24
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482),FUNGICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BACILLUS SUBTILIS = 6479),FUNGICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BOSCALID = 128008),FUNGICIDE,28
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CALCIUM POLYSULFIDE = 76702),FUNGICIDE,25
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CAPTAN = 81301),FUNGICIDE,69
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CHLOROTHALONIL = 81901),FUNGICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CYPRODINIL = 288202),FUNGICIDE,27
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(DIFENOCONAZOLE = 128847),FUNGICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FENBUCONAZOLE = 129011),FUNGICIDE,20
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FENHEXAMID = 90209),FUNGICIDE,6
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FLUDIOXONIL = 71503),FUNGICIDE,26
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(METCONAZOLE = 125619),FUNGICIDE,22
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(MONO-POTASSIUM SALT = 76416),FUNGICIDE,13
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PROPAMOCARB HYDROCH. = 119302),FUNGICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PROPICONAZOLE = 122101),FUNGICIDE,42
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PROTHIOCONAZOLE = 113961),FUNGICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PYRACLOSTROBIN = 99100),FUNGICIDE,28
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(THIOPHANATE-METHYL = 102001),FUNGICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(TOTAL),FUNGICIDE,85
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BUTOXYETHYL TRICLOPY = 116004),HERBICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CLETHODIM = 121011),HERBICIDE,3
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(DIURON = 35505),HERBICIDE,19
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FLUMIOXAZIN = 129034),HERBICIDE,21
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,26
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,30
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(GLYPHOSATE POT. SALT = 103613),HERBICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(HALOSULFURON-METHYL = 128721),HERBICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(NORFLURAZON = 105801),HERBICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ORYZALIN = 104201),HERBICIDE,24
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PARAQUAT = 61601),HERBICIDE,14
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PENDIMETHALIN = 108501),HERBICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PROMETRYN = 80805),HERBICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PROPAZINE = 80808),HERBICIDE,(D)
2017,GEORGIA,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(SETHOXYDIM = 121001),HERBICIDE,(D)
